"COD_CLIENTE";"CAT_EDAD";"ESTADO_CIVIL";"NIVEL_ESTUDIOS";"RANGO_INGRESOS";"CAMP_DEPOSITOS";"SEXO"
"CLI0048007815";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0032929915";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0040624651";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0000966413";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0008457374";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0008457374";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0072910312";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0046425607";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0044746526";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0000440488";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0046822308";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0041942746";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0019870743";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0020088727";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0010538571";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"MUJER"
"CLI0048266577";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0040573771";"3_30_40";"SOLTERO";"SIN_ESTUDIOS";"[1000-2000>";1;"MUJER"
"CLI0008681600";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0043676112";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0070914109";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0040024441";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"MUJER"
"CLI0046688026";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0044466973";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0018057240";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0045646464";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0017872290";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0016715571";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0042529124";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0047860842";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0047526300";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0044092144";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0042501412";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0029245922";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0080059147";"3_30_40";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0029466117";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"MUJER"
"CLI0044165134";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0040409032";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0040070180";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"DR_00070771851";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0008750529";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0045811237";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0044252956";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0008590064";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0048213018";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0042349457";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0047490468";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0007955000";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0008246578";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0016530181";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0072261243";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0046702183";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0046781812";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0047258303";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0040805450";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0072187152";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0043806765";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0044322808";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0043532624";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0045784581";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0044938905";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0010382359";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0029636365";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0016467257";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"<600";0;"MUJER"
"CLI0009632077";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0021551254";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0070813220";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0009656457";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0070387297";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"HOMBRE"
"CLI0020118817";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0006696290";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0021517924";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0007363827";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0071073110";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0044956168";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0031920048";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0044611109";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0000073291";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";0;"MUJER"
"CLI0009822314";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0016142054";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0026730419";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"MUJER"
"CLI0045580598";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0001149751";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"MUJER"
"CLI0040533836";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0041903019";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0017820877";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0047462386";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0040062869";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0016723905";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0041430489";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0045537933";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0028295942";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0016768345";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0040748116";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0046955676";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0009559652";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"MUJER"
"CLI0026732509";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0009083520";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0019804718";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0042999471";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";0;"HOMBRE"
"CLI0046153030";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";1;"MUJER"
"CLI0006744922";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0070039185";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0043093974";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042661054";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0043111650";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0018161514";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0047781222";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0029323027";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0027043168";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"MUJER"
"CLI0007221380";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";0;"MUJER"
"CLI0041477034";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0040545834";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0009910485";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0080108143";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";0;"HOMBRE"
"CLI0032905976";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0048208362";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0040186188";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0043739404";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0023853116";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0044577394";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0018069024";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0010834273";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0003900208";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0047645068";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0023957805";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0043457936";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0041399609";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0022874745";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0020043216";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0072552395";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0045027560";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0008096100";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0041491054";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0010011218";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0008674744";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0044284245";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0029715226";"3_30_40";"SOLTERO";"UNIVERSIDAD";"<600";0;"MUJER"
"CLI0048348426";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0007218065";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0001306720";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0046532113";"2_MINUS30";"CASADO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0021437154";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0040726209";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0047808135";"3_30_40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"CLI0070398127";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0040140444";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0043374508";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0048397395";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0009993396";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0040208420";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0031676453";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0000415541";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0047428588";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0045991958";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0006525974";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0047607709";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";1;"HOMBRE"
"CLI0009858751";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"MUJER"
"CLI0017817442";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0043070631";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0008952005";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0042955499";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0017441154";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0046440111";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0032830575";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0042001494";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0021254730";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0080393456";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0041802547";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0026728922";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"MUJER"
"CLI0041485286";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0020720311";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0042005551";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0041099248";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0021406696";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"DR_00008651178";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"MUJER"
"CLI0007908112";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0022487925";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0007188593";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0040005714";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";1;"MUJER"
"CLI0046989366";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0032987715";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0000889507";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"MUJER"
"CLI0043759898";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0018037798";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0041792684";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0040186544";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";1;"MUJER"
"CLI0017897651";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0010397115";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0046109776";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042831230";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"R_10447222588";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0026608659";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"MUJER"
"CLI0046718446";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0045903801";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0016789112";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0047534243";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0006288431";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0042856491";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0048075024";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"HOMBRE"
"CLI0040959236";"3_30_40";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"MUJER"
"CLI0020090206";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0046392675";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0019210479";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0009542795";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0042440356";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0009954308";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0042541189";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0044277065";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"MUJER"
"CLI0047087132";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0047702973";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0025527877";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0006739561";"4_PLUS40";"CASADO";"PRIMARIA";"<600";0;"MUJER"
"CLI0042103633";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0029534553";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"MUJER"
"CLI0010584785";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0018883918";"4_PLUS40";"CASADO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0043853380";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0045024703";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0042227763";"2_MINUS30";"SOLTERO";"PRIMARIA";">=2000";0;"HOMBRE"
"CLI0032953676";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0041963734";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0044840617";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0045794538";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0030407318";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";0;"HOMBRE"
"CLI0072159920";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0043272907";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0004812063";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0043038549";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0040016839";"3_30_40";"SOLTERO";"PRIMARIA";"<600";0;"HOMBRE"
"CLI0018053435";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0009292638";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0010606524";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0041532360";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0009754898";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0010279711";"3_30_40";"CASADO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0048473068";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0044182474";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0042192214";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0040222714";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0022300682";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0046631313";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0043387963";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0044816880";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0046461971";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0070074182";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0042323199";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";1;"MUJER"
"CLI0008320149";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";0;"MUJER"
"CLI0041018461";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"HOMBRE"
"CLI0080197650";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0006985323";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0006645905";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0047735146";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0044746812";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042563619";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0010806856";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0009699191";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0046957332";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0047066686";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0072622385";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0020005779";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0043752259";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0032973431";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0019905081";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";0;"HOMBRE"
